nama;time;Ulasan;ket;Label
@sarpisarpi758;2 tahun yang lalu;Mantap;tidak bermanfaat;0
@sitimunawaroh9201;2 tahun yang lalu;Daun sirih biasa aq beli 3000 ssh dpt byk;tidak bermanfaat;0
@sarpisarpi758;2 tahun yang lalu;Mantap;tidak bermanfaat;0
@saminah4968;1 tahun yang lalu;Apa ini bisa mengobati sakit paru paru juga gak ya,;tidak bermanfaat;0
@alfinfarhan4859;1 tahun yang lalu;KK apakah BS utk org yg terkena penyakit lambung,mohon infonya???;bermanfaat;1
@liaherlina4713;1 tahun yang lalu;"Banyak tumbuh di pot"" bunga ku,, sering aku buang gitu ajaa";tidak bermanfaat;0
@evoscell1571;1 tahun yang lalu;Klo untuk sakit stroke bisa gk kak?????;tidak bermanfaat;0
@agussalim691;1 tahun yang lalu;"Mau nanya ni ka 
Kalau yg lagi sesak napas bisa ngga minum ini";tidak bermanfaat;0
@nurfadlah5023;2 tahun yang lalu;Di lingkungan Rumahku ini banyak negeri ratu jln gerday/negeri atas awan Batu berak lampung barat;tidak bermanfaat;0
@BubunRohadi-f4i;1 tahun yang lalu;Ibu saya gk bs jln gk bs duduk,rebahan aja di kasur skt sndi paha ke pinggang apa kh bs minum rebusan suruhan ini,krn ibu sya punya asam urat,tp apa boleh minum ini krn ibu sya jg pengapuran tulang.;bermanfaat;1
@arya-dg8ft;2 tahun yang lalu;ya allah kalau tau banyak manfaatny seperti ini tidak akan saya jabutin dipekarangan saya banyak sekali tumbuhan seperti ini;bermanfaat;1
@nuryesni9149;1 tahun yang lalu;Sehari berapa kali kak  diminup;tidak bermanfaat;0
@marselchennel1070;2 tahun yang lalu;maaf mau nanya kalau buat ibu menyusuwi. boleh g mengkomsumsi..;bermanfaat;1
@yessaanggara833;1 tahun yang lalu;apa bisa diminium setiap hari air rebusan daun suruhan;bermanfaat;1
@agussalim691;1 tahun yang lalu;Kalau sesak napas minumnya berapa kali sehari ya?;tidak bermanfaat;0
@djumiati5213;1 tahun yang lalu;Kakiku linu bisakan minum ini;bermanfaat;1
@fitmawati9538;2 tahun yang lalu;Kira2 brp lembar daunnya utk di rebus dan brp gelas di minum per hari klo utk mengobati kanker?;bermanfaat;1
@KomangCandri-q2g;1 tahun yang lalu;kalok bali daun bawang2 namanya;tidak bermanfaat;0
@sodikodik2525;1 tahun yang lalu;Bisa untuk mengobati ambeien ga kak...??;bermanfaat;1
@fajarandian9008;1 tahun yang lalu;Apakah bisa utk obat migren?;tidak bermanfaat;0
@safwan0207;1 tahun yang lalu;Apakah penyakit urtikaria, benjol 2 bisa di obati pke daun surhan?;tidak bermanfaat;0
@ahmadhaliman4239;1 tahun yang lalu;Apa bisa untuk tukak lambung;bermanfaat;1
@mukhozingozin8429;1 tahun yang lalu;Untk mata,gatal/merah caranya gmn?;bermanfaat;1
@suryana1335;2 tahun yang lalu;Di daerah saya namanya daun karuk;tidak bermanfaat;0
@elonaayu2671;2 tahun yang lalu;Nama daun sirih malaisia kata orang kalimantan;tidak bermanfaat;0
@ahmadhaliman4239;1 tahun yang lalu;Apa bisa untuk tukak lambung;tidak bermanfaat;0
@mukhozingozin8429;1 tahun yang lalu;Untk mata,gatal/merah caranya gmn?;bermanfaat;1
@suryana1335;2 tahun yang lalu;Di daerah saya namanya daun karuk;tidak bermanfaat;0
@elonaayu2671;2 tahun yang lalu;Nama daun sirih malaisia kata orang kalimantan;tidak bermanfaat;0
@emiastuti8917;1 tahun yang lalu;Klw buat darah tinggi berapa kali sehari dn vertigo;tidak bermanfaat;0
@budibranata6927;1 tahun yang lalu;Bisakah obati asam lambung?.;tidak bermanfaat;0
@umidewi3627;2 tahun yang lalu;"Trimakasiih...
Adakah minum stiap hari...?
Bukankah 3 hari atau satu Minggu sudah cukup ....?";tidak bermanfaat;0
@muhaswab2378;1 tahun yang lalu;6;tidak bermanfaat;0
@ulfasangatsetujuuulen6746;1 tahun yang lalu;Kalau mag dan asam lambung bisa minum ga?;tidak bermanfaat;0
@omajunchanel5289;2 tahun yang lalu;Cara megumsusi y seperti apa. Y;tidak bermanfaat;0
@sucianahsucianah5319;2 tahun yang lalu;Aturan ngrebus daun suruhan sbrpa?;tidak bermanfaat;0
@Putrarowrrr;1 tahun yang lalu;Kalau buat ginjal berapa kali sehari Minumnya ya;tidak bermanfaat;0
@hermawanjozz;1 tahun yang lalu;Apakah untuk mengobati Asam lambung;bermanfaat;1
@ateuheni5824;2 tahun yang lalu;Ka gimana cara mengolah pengobatan  utk mata,ini daun binahong kan?;tidak bermanfaat;0
@riskacantika1077;2 tahun yang lalu;Kebetulan aq klw lgh datang bln suka sakit.... Bngt... Maaf klw minum air rebusan sehari berapa x apa di saat minum   . Kita di saat lgh dtng bln aja;bermanfaat;1
@La_kale;1 tahun yang lalu;Babgaimana kalo dimakan sebagai lalapan,  apakah juga berhasiat?;bermanfaat;1
@ainurjanah4390;1 tahun yang lalu;Buat diabetes bagus GK kak?;bermanfaat;1
@sribulqais885;1 tahun yang lalu;Saya  batangl sama daun di seduh boleh;bermanfaat;1
@syarifahlastrinurhidayah399;2 tahun yang lalu;Banyak di Singkawang dia tumbuh di tanah yg lembab subur dia banyak dsni hanya di cabut karna dikira rumput;bermanfaat;1
@tutisumiati5965;2 tahun yang lalu;apakah bisa mengobati sariawan mulut?;bermanfaat;1
@YantiNurania;12 hari yang lalu;Bnyk;tidak bermanfaat;0
@Ariq2023;1 tahun yang lalu (diedit);"Permisi mau tanya, daun suruhan ini berbahaya tidak bila di konsumsi ibu hamil.
Terima kasih...";tidak bermanfaat;0
@seulawah8214;1 tahun yang lalu;Klau dilalap ada kasiat nya ngak?;bermanfaat;1
@tutisumiati5965;2 tahun yang lalu;apakah bisa mengobati sariawan mulut?;bermanfaat;1
@YantiNurania;12 hari yang lalu;Bnyk;tidak bermanfaat;0
@Ariq2023;1 tahun yang lalu (diedit);"Permisi mau tanya, daun suruhan ini berbahaya tidak bila di konsumsi ibu hamil.
Terima kasih...";tidak bermanfaat;0
@seulawah8214;1 tahun yang lalu;Klau dilalap ada kasiat nya ngak?;bermanfaat;1
@feriasanferi9340;2 tahun yang lalu;Di belakang rumah saya banyak;tidak bermanfaat;0
@ayunda4715;2 tahun yang lalu;Maaf.. Bisa kah untuk tiroid..?;tidak bermanfaat;0
@AyamGeprekDinosaurus;1 tahun yang lalu;untuk tambahan ke MPASI aman ga ya?;tidak bermanfaat;0
@harisusanti8203;2 tahun yang lalu;Kalau di'amakan sbagai sayuran boleh ga ya;bermanfaat;1
@ettyhutabarat6265;2 tahun yang lalu;Apakah manfaatnya sama klo kita makan daunnya?;bermanfaat;1
@nuriyantiburhannuddin7787;1 tahun yang lalu;"Assalamualaikum.
Mohon bantuan infonya .apakah daun suruahan ink bisa di minum oleh ibumil atau ibu menyusui .??mohon infonya saudara";tidak bermanfaat;0
@abdruslan8399;2 tahun yang lalu;Untuk anak usia 2 tahun boleh diminum ngak karna sering gatal2 ataw digosokan lqngsung apakah aman untuk anak kecil;tidak bermanfaat;0
@lulusalon2602;1 tahun yang lalu;saya kolestestrol nya tinggi , sebaiknya di minum berapa kali sehari ?;tidak bermanfaat;0
@ramadhandwi4873;1 tahun yang lalu;takaran brp dan berapa kali minum bun?;bermanfaat;1
@samgaming5321;1 tahun yang lalu;Kunyur huut bukan ya ini klo d bahasa sunda;tidak bermanfaat;0
@lincedemmalona8107;1 tahun yang lalu;Sy sgt dalpok sm bhs geogle nya;tidak bermanfaat;0
@edizubaedi5135;1 tahun yang lalu;Assalamualaikum bolehkah sirih cina ini dikonsumsi dg cara dilalap mentah buat makan krn sudah saya coba rasanya enak ada efek buruknya gk ya;bermanfaat;1
@inar3053;2 tahun yang lalu;Saya daun suruhan saya tumis dimakan untuk teman nasi.....apakah kasiatnya tidak berubah?;bermanfaat;1
@ginaalwidin4600;2 tahun yang lalu;Apakah tanaman ini disebut sirih cina?;tidak bermanfaat;0
@fitrifitri2538;1 tahun yang lalu;Klau menyusui boleh kha minum air daun ini?;tidak bermanfaat;0
@widayuliana3878;2 tahun yang lalu;Aturan pakainya gimana;tidak bermanfaat;0
@maisarasarail27;1 tahun yang lalu;Bole mangobati posing kapala kiliying;tidak bermanfaat;0
@mamahluluhluluh4925;1 tahun yang lalu;Saya cari cari Nemu YouTube cenel ini saya lagi bengkak kaki saya mau cari dan merebusnya;bermanfaat;1
@eniaeni5529;2 tahun yang lalu;"Apa cm bs d rebus dn d minum air'y
Klo d tumis taw  d bkin sayur gtu BS ga";tidak bermanfaat;0
@qoirohmuhasanah2693;1 tahun yang lalu;Kalau untuk lutut sakit bisa ngak;bermanfaat;1
@maisarasarail27;1 tahun yang lalu;Bole mangobati posing kapala kiliying;bermanfaat;1
@mamahluluhluluh4925;1 tahun yang lalu;Saya cari cari Nemu YouTube cenel ini saya lagi bengkak kaki saya mau cari dan merebusnya;bermanfaat;1
@eniaeni5529;2 tahun yang lalu;"Apa cm bs d rebus dn d minum air'y
Klo d tumis taw  d bkin sayur gtu BS ga";bermanfaat;1
@qoirohmuhasanah2693;1 tahun yang lalu;Kalau untuk lutut sakit bisa ngak;bermanfaat;1
@asyifarahman;1 tahun yang lalu;Kalo untuk tumor  gimana cara konsumsi nya;tidak bermanfaat;0
@agussalim691;1 tahun yang lalu;Tolong di jawab ya ka;tidak bermanfaat;0
@wahidahhassan7490;1 tahun yang lalu;mayan;tidak bermanfaat;0
@kustinikustini5744;2 tahun yang lalu;Saya se orang ibu umur 65 th .saya sering sakit pinggang dn kaki ..pegal2 saya mencoba ngrebus daun ..suruh2 han ..badan saya terasa enteng dn   kaki saya  gk pegal2 lagi tapi saya minum  rbsn tadi kok agak puyeng ..apa ada efek samping nya ..nggak ..dn kl minum setiap hari bolih ..nggak ..mas ..maaf ..mohon penjelasan ..trimakasih ..;bermanfaat;1
@chusnulchotimah7368;1 tahun yang lalu;Untuk mata daun suruan d apakan;bermanfaat;1
@mifaturazzam2390;2 tahun yang lalu;asallamualaikum  daun suruhan ada di rawa 2;tidak bermanfaat;0
@niaramadhani628;2 tahun yang lalu;ststtstststtst;tidak bermanfaat;0
@rizwaldiamrisyahputranasut7012;2 tahun yang lalu;Aman untuk busui gak min;tidak bermanfaat;0
@biudimant9773;2 tahun yang lalu;Aapakah ini SDH melalui uji klinik dan mendapat pengakuan dari BPO?;bermanfaat;1
@elizaliza7668;2 tahun yang lalu;Bak itu daun suruhan atau daun sirih cina soalnya sama bentuknya;bermanfaat;1
@dewasugiarta1466;1 tahun yang lalu;Aapakah daun suruhan ini yg disebut  daun sirih...?;bermanfaat;1
@agussalim691;1 tahun yang lalu;"Ka kalau di gunakan ke mata yg gatal gatal terus Mera Mera gitu bisa ngga ??
Kalau bisa gimana cara makenya?";bermanfaat;1
@imbarratihsubandi8369;1 bulan yang lalu;Menyesal,klu tahu begini ngk tak cabuti;bermanfaat;1
@0mrobywhels755;1 tahun yang lalu;Boleh ga lagi menyusui minum obat itu;tidak bermanfaat;0
@VivoY-tp9cb;2 tahun yang lalu;Apakah merebus daun surhan dgn akarnya? Tlg dijawab, terimakasih;tidak bermanfaat;0
@kyaputri7633;2 tahun yang lalu;Bisa gk buat ngibati bab darah .;bermanfaat;1
@agushidayat889;1 tahun yang lalu;Daun sirih cina ?;bermanfaat;1
@ateuheni5824;2 tahun yang lalu;Pa ini daun binahong;tidak bermanfaat;0
@rosida5426;2 tahun yang lalu;Apakah juga bisa mengobati mata minus... Mohon jawab;bermanfaat;1
@doanaritonang7316;2 tahun yang lalu;Apa bisa menyembuhkan asam lambung;bermanfaat;1
@saskiaamhylestaluhu6649;1 tahun yang lalu;Mau nanya, cara pakai daun suruhan untuk mata katarak itu bgaimana ya bun,;tidak bermanfaat;0
@agushidayat889;1 tahun yang lalu;Daun sirih cina ?;tidak bermanfaat;0
@ateuheni5824;2 tahun yang lalu;Pa ini daun binahong;tidak bermanfaat;0
@rosida5426;2 tahun yang lalu;Apakah juga bisa mengobati mata minus... Mohon jawab;bermanfaat;1
@doanaritonang7316;2 tahun yang lalu;Apa bisa menyembuhkan asam lambung;bermanfaat;1
@saskiaamhylestaluhu6649;1 tahun yang lalu;Mau nanya, cara pakai daun suruhan untuk mata katarak itu bgaimana ya bun,;bermanfaat;1
@enungwarung309;1 tahun yang lalu;Benar ga itu sirih cina namanya;bermanfaat;1
@medanmedan5024;2 tahun yang lalu;bisa gk bumil konsumsi daun ini;bermanfaat;1
@muhammadalvinhidayat2337;2 tahun yang lalu;Ya;tidak bermanfaat;0
@enungwarung309;1 tahun yang lalu;Ko ky daun sirih cina sy bilangnya 8tu;tidak bermanfaat;0
@elonaayu2671;2 tahun yang lalu;Tapi ukuran nya berapa gelas berapa kali seminggu;tidak bermanfaat;0
@mamansulaeman6086;1 tahun yang lalu;sirih cina;tidak bermanfaat;0
@noprocell9438;2 tahun yang lalu;Daun sirih    ?;tidak bermanfaat;0
@tihajartihajar4631;1 tahun yang lalu;Bolehkah tambah gila atau madu gitu;tidak bermanfaat;0
@TaufikHidayat-vw1cf;2 tahun yang lalu;Aku ad banyak bos klw mu jual kemana ya;tidak bermanfaat;0
@suharni1842;1 tahun yang lalu;P;tidak bermanfaat;0
@suhayatimobile4282;1 tahun yang lalu;See more nightHp;tidak bermanfaat;0
@jamendra1786;2 tahun yang lalu;kak klu untuk sakit ginjal brapa kali minum dlm sehari;tidak bermanfaat;0
@TaufikHidayat-vw1cf;2 tahun yang lalu;Aku ad banyak bos klw mu jual kemana ya;tidak bermanfaat;0
@suharni1842;1 tahun yang lalu;P;tidak bermanfaat;0
@suhayatimobile4282;1 tahun yang lalu;See more nightHp;tidak bermanfaat;0
@jamendra1786;2 tahun yang lalu;kak klu untuk sakit ginjal brapa kali minum dlm sehari;tidak bermanfaat;0
@rohaniraswan578;1 tahun yang lalu;Rumput kaca;tidak bermanfaat;0
@nurtasyaherayusoff;2 tahun yang lalu;Sireh cina;tidak bermanfaat;0
@hjajmain3330;1 tahun yang lalu;?????  ?????? ???????? ???? ???? ???  ?????  ?????? ????? ??????   ?????? ????  ?? ????  ??? ????? ???  ????  ????? ????? ????? ???? ???? ?????   ?????? ????  ???? ????? ???? ????? ???? ??? ????   ??? ??????;tidak bermanfaat;0
@abengabeng9614;1 tahun yang lalu;Namanya Pacar cina kalo di tempat saya;tidak bermanfaat;0
@tyasmursih2700;2 tahun yang lalu;Terlalu cepat;tidak bermanfaat;0
@mbahgaulgaul5554;1 tahun yang lalu;mb,saya,sdh,mebuktikan,tapi,gg,terbukti,jadi,bosen;tidak bermanfaat;0
@uminahuminah3731;2 tahun yang lalu;Bukan daun pecah beling ini;tidak bermanfaat;0
@ratoamatripsumba2878;5 bulan yang lalu;Untuk p3k pada saat celaka darurat jg boleh.. untuk menghentikan pendarahan akibat luka lecet atau sobek jg sangat akurat.. di kunyah trus tempel di titik mana yang luka..;bermanfaat;1
@rcbchanels;6 bulan yang lalu;Terimakasih informasinya bun, sangat bermanfaat;bermanfaat;1
@ciakia8284;6 bulan yang lalu;terskasi atas penjalasan mengenai daun ini,;bermanfaat;1
@BahmidJie-gr9fl;4 bulan yang lalu;"Tanamn ini, di daerh Ibu saya disbt ""ANGGUNI"", di daerh Bapak saya brnma ""LARUNA"". Trmksh sebaran ilmux Ibu, smga brmnfaat bg bxk orang, trmsuk saya.";bermanfaat;1
@umikalsum9178;7 bulan yang lalu;Tambah keterngan cara meminumnya  .terimakasih  berbagi pengalamannya;bermanfaat;1
@nurhayatiluwunaung1955;1 tahun yang lalu;Terimakasih atas penjelasan dari daun balakacida;bermanfaat;1
@AULIAHERBALWAYTUBA;9 bulan yang lalu;Dulu sy pernah di ksh tau daun ini bisa utk pgobatan org yg sdh cuci darah dgn cara di blender dan di minum air nya...;bermanfaat;1
@darmayantidarmayanti5774;1 tahun yang lalu;terimakasih zazakallah khoiro katsiro;bermanfaat;1
@nurwidyawati8002;6 bulan yang lalu;Semoga bermanfaat Terima kasih atas resep obat nya;bermanfaat;1
@elimawarti9846;7 bulan yang lalu;Mksh infony,smoga bermanfaat tuk kita semua;bermanfaat;1
@FirdausDaus-je1ul;5 bulan yang lalu;Terima kasih informasinya;bermanfaat;1
@haydiraliali615;7 bulan yang lalu;Makasi mbak atas impo nya semoga mbak nya shat slalu..;bermanfaat;1
@lincedemmalona8107;1 tahun yang lalu;Ini namanya bosi² sgt mujarab bg penderita stroke ringan dgn cara di rebus lalu di minum;bermanfaat;1
@suherisuheri6682;7 bulan yang lalu;Terimakasih penjelasannya;bermanfaat;1
@mikekhera9643;8 bulan yang lalu;Terima kasih;bermanfaat;1
@NurulIndah-os9bh;6 bulan yang lalu;Alhamdulillah setelah SC sy minum ini ,, langsung kuat dan tak terasa sakit di bagian perut;bermanfaat;1
@FaraMaheswari;2 minggu yang lalu;Di kampong saya namanya  daun po'o.makasih infonya mbak.;bermanfaat;1
@Tumiyani;7 bulan yang lalu;Trimakasih saranya  karena di belakang rumah hambah  banyak sekali  semoga kakak diberi kesehatan amin2 yra .;bermanfaat;1
@odibae7324;2 tahun yang lalu;Sudah,di coba 1minggu alhamdulillah,ada khasiatnya,sudah,terbukti terimakasih teritorial nya;bermanfaat;1
@alimuhammadbonsai6197;7 bulan yang lalu;Terimakasih ilmunya buk;bermanfaat;1
@iznaOktavia;7 bulan yang lalu;Betul buk Saya sering memang bagus;bermanfaat;1
@sahenanm6957;5 bulan yang lalu;Makasih banyak mbak smoga bermanfaat karna saya punya asam urat dan kolesterol;bermanfaat;1
@sumiatiremnyong;5 bulan yang lalu;Di desa saya daun banyak tapi gak ada yg tau terima kasi atas penjelasannya semiga bermanfaat;bermanfaat;1
@trisunadi3207;1 bulan yang lalu;Bumiayu hadir,,di sini namanya daun gotong royong ,,di pakujati namanya krinyu tepat untuk luka gores,,;bermanfaat;1
@iznaOktavia;7 bulan yang lalu;Betul buk Saya sering memang bagus;bermanfaat;1
@trisunadi3207;1 bulan yang lalu;Bumiayu hadir,,di sini namanya daun gotong royong ,,di pakujati namanya krinyu tepat untuk luka gores,,;bermanfaat;1
@HeriNekon-cm3cv;6 bulan yang lalu;Mantap bu;bermanfaat;1
@yatilabobotu9822;1 tahun yang lalu;"Terima kasih banyak atas informasinya 
Semoga bermanfaat";bermanfaat;1
@kevinbor1501;7 bulan yang lalu;Trimaksi Bu;bermanfaat;1
@arifinjoy1936;1 tahun yang lalu;Mantap bun semoga bermanfaat bagi orang banyak salam sukses n salam kenal;bermanfaat;1
@dimyati2292;7 bulan yang lalu;Terimakasih ipormasi ya;bermanfaat;1
@itaismawati-ql2cj;1 tahun yang lalu;Trimakasih infonya;bermanfaat;1
@AlusAlusnawati;6 bulan yang lalu;D tempatku namanya tanaman merdeka karena dia yg paling cepat tumbuh tinggi melewati tanaman lain biasanya kami gunakan untuk d jadikan uang mainan klw lagi main ma tmn2..;bermanfaat;1
@anikmarta1789;1 tahun yang lalu;Alhamdulillah dpt info tanaman herbal...mksh;bermanfaat;1
@sumbangkan3552;7 bulan yang lalu;Enak di jadikan sayur kulupan;bermanfaat;1
@gigicrew9237;7 bulan yang lalu;Misalkan ,, Seseorang Terkena Diabetes , Kangker ,  Terus diobati dengan mengkonsumsi daun balakecida ,, tapi akhirnya posisi tensi malah ngedrop gara gara balakecida juga berkhasiat menurunkan tensi .. maunya melancarkan peredaran darah tapi malah tensi ngedrop ,, Gimana Dong Bun ????;bermanfaat;1
@Kabumbumalanga-uy7ej;5 bulan yang lalu;Klau d daerah kmi di sebut komba komba.. mksih infoxa.;bermanfaat;1
@orangawamawam-jq5ih;1 tahun yang lalu;Sy selalu menggunakanya utk obat asam lambung dicampur dgn kunyit mentah;bermanfaat;1
@YBMohamedYusofKEWAJA;9 bulan yang lalu;Kalau di Malaysia, ada beberapa tempat dipanggil pokok Jepun;bermanfaat;1
@PiaPolpoke-o1u;8 bulan yang lalu;Mksi ya. Semoga bermaampaat;bermanfaat;1
@ibnmusa7739;8 bulan yang lalu;Alhamdulillah ,di utara Semenanjung Malaysia juga di kenali sebagai pokok Kapal Terbang...;bermanfaat;1
@triyono5117;1 tahun yang lalu;trimakasih infonya,di Temanggung,tempat sy namanya *godong, Kapasan.;bermanfaat;1
@ChiaraSteffanieAlexandre;10 bulan yang lalu;Klw orang Sunda itu namanya Ki rinyuh /namplong /delem klw di Sunda lain tmpat /lain daerah itu namanya 3 macam  emang itu untuk obat luka klw kena pisau emang itu obat banyak manfaatnya 1000 khasiat utk orang jaman baheula orang habis lahiran jg di rebusin daun balakacida;bermanfaat;1
@azzamzahra;1 tahun yang lalu;Baru tau ternyata ada manfaat nya, makasih bu share nya;bermanfaat;1
@BaronSanjaya-p8o;6 bulan yang lalu;Ini law disaya disunda sering disebut daun serbu kasiat law main bola keselo pake daun ini tokcer dikunyah diteplelin atau yg bengkak bisa juga;bermanfaat;1
@sarpisarpi758;1 tahun yang lalu;Mekasih ilmunya Bu smg sht slu amin;bermanfaat;1
@ManSyur-l8c;7 bulan yang lalu;Dau obat kalaw saya luka obat dengan daun itu sembuh, sy kemarin kena kenalpot sy obat dengan daun itu Alhamdulillah sembuh;bermanfaat;1
@balikpapankaltimnur2989;1 tahun yang lalu;Terimakasih;bermanfaat;1
@sutrisnorouf7179;1 tahun yang lalu;Di daerah kami naman nya daun OLOKOPOK... matur nuwun ilmunya...;bermanfaat;1
@jenialya9543;8 bulan yang lalu;Di tempat saya namanya daun selangsing.ampuh banget untuk luka.terutama luka sayat.atao gores.bisa cepet sembuh;bermanfaat;1
@JunaidiefendiJunaidi;6 bulan yang lalu;Ini daun barabas namanya di kampung sy biasanya di pakek mengobati kulit yg luka dgn cara di tumpuk sampe halus dan di tempel di bagian yg luka;bermanfaat;1
@sunartonarto3638;1 tahun yang lalu;Trims atas imfonya;bermanfaat;1
@randagaming5796;5 bulan yang lalu;Caranya kalau mau di minum apakah sebelum makan atau setelah makan;bermanfaat;1
@rasyid13;1 tahun yang lalu;Terima kasih infonya;bermanfaat;1
@munjayen1703;1 tahun yang lalu;Trima ksh imfonya di tempatku banyak tumbuh liar;bermanfaat;1
@husinesah8457;1 tahun yang lalu;D tmpat kmi d sabah khusus nya d dearah kinabatangan tumbuhan ini memang bnyak sekali tumbuh nya dan tumbuhan ini d pangil .. Lahunai..d dearah kinabatangan klau tuk luka daun ini bisa menyembuhkan dan bisa menghenti kan pendarahan pda luka .......;bermanfaat;1
@sarpisarpi758;1 tahun yang lalu;Mekasih ilmunya Bu smg sht slu amin;bermanfaat;1
@ManSyur-l8c;7 bulan yang lalu;Dau obat kalaw saya luka obat dengan daun itu sembuh, sy kemarin kena kenalpot sy obat dengan daun itu Alhamdulillah sembuh;bermanfaat;1
@balikpapankaltimnur2989;1 tahun yang lalu;Terimakasih;bermanfaat;1
@sutrisnorouf7179;1 tahun yang lalu;Di daerah kami naman nya daun OLOKOPOK... matur nuwun ilmunya...;bermanfaat;1
@jenialya9543;8 bulan yang lalu;Di tempat saya namanya daun selangsing.ampuh banget untuk luka.terutama luka sayat.atao gores.bisa cepet sembuh;bermanfaat;1
@JunaidiefendiJunaidi;6 bulan yang lalu;Ini daun barabas namanya di kampung sy biasanya di pakek mengobati kulit yg luka dgn cara di tumpuk sampe halus dan di tempel di bagian yg luka;bermanfaat;1
@sunartonarto3638;1 tahun yang lalu;Trims atas imfonya;bermanfaat;1
@randagaming5796;5 bulan yang lalu;Caranya kalau mau di minum apakah sebelum makan atau setelah makan;bermanfaat;1
@rasyid13;1 tahun yang lalu;Terima kasih infonya;bermanfaat;1
@munjayen1703;1 tahun yang lalu;Trima ksh imfonya di tempatku banyak tumbuh liar;bermanfaat;1
@husinesah8457;1 tahun yang lalu;D tmpat kmi d sabah khusus nya d dearah kinabatangan tumbuhan ini memang bnyak sekali tumbuh nya dan tumbuhan ini d pangil .. Lahunai..d dearah kinabatangan klau tuk luka daun ini bisa menyembuhkan dan bisa menghenti kan pendarahan pda luka .......;bermanfaat;1
@fauzalhalik4694;7 bulan yang lalu;"Kalau di Palembang di sebut daun rumput Merdeka.
trimks imponya min";bermanfaat;1
@solehcimahi7651;1 tahun yang lalu;Makasih atas tutorial daun balakacida nya sangat berguna bagi keluarga saya amin salam sehat.;bermanfaat;1
@LowoKampret;6 bulan yang lalu;Pohon kolokopok .batangnya sering untuk tangkai pasang jerat  manuk;bermanfaat;1
@yayatozero9434;1 tahun yang lalu;Terimakasih ilmunya bu sangat bermanfaat;bermanfaat;1
@wolespeople4349;5 bulan yang lalu;Ini obat luka didaerah saya, klo terluka segar daun ini langsung ditumbuk atau dikunyah dan langsung ditempel diluka;bermanfaat;1
@rojokoyorkf269;1 tahun yang lalu;Ternyata alam sudah menyediakan semua banyak obat ..di samping rumahku banyak sekali tumbuh;bermanfaat;1
@abdullahrohim5829;1 tahun yang lalu;Alhamdulillah;bermanfaat;1
@imronimron9580;1 tahun yang lalu;"DI DAERAHKU NAMANYA
DAUN PAHITAN
BAUNYA TIDAK SEDAP
BANYAK TUMBUH DI HUTAN";tidak bermanfaat;0
@ZulehaZul-q6k;1 tahun yang lalu;Terimakasih SDH membagi ilmu.sehat slalu bunda....salam kenal dari SULAWESI;bermanfaat;1
@gigicrew9237;7 bulan yang lalu;Daun Rondo Noleh / Janda Nengok ..;bermanfaat;1
@muazinilyasmuazinilyas3843;6 bulan yang lalu;Amankah diminum setiap hari. Mohon jawabannya saya mengalami vertigo. Terima kasih.;bermanfaat;1
@sitirahmania9383;1 tahun yang lalu;Maksih mbk tutorialnya, sehat selalu akn saya coba untuk asam urat sya, tolong ksih tahu berapa tauran daun dan air untuk setiap maaf dari daun balakasida ini, maksih;bermanfaat;1
@namiranamira5621;1 tahun yang lalu;"Salah satu tanaman yg sangat sy  tidak  suka..dlam kebunku sangat banyak
 Tapi baru kali ini sy tau trnyata mengandung obat";bermanfaat;1
@mulyadi7911;8 bulan yang lalu;Di daerah saya namanya daun pe ka i../santalo..;bermanfaat;1
@irmawatysohiringanie7968;1 tahun yang lalu;Kami sdh mendengar untuk berbagai penyembuhan  penyakit. Cara pengunaan takaran daun balakacida ini.  sama takaran daun dan air nya dlm perebusan nya terimksih atas jawaban nya.;bermanfaat;1
@matnohvivo6349;1 tahun yang lalu;Mantap;tidak bermanfaat;0
@fitriman4292;1 tahun yang lalu;Nenek saya dulu pernah dibikin obat magh tumbuk baru dia peras minum airnya seperti jus setiap pagi dengan perut kosong;bermanfaat;1
@gigicrew9237;7 bulan yang lalu;Daun Rondo Noleh / Janda Nengok ..;bermanfaat;1
@muazinilyasmuazinilyas3843;6 bulan yang lalu;Amankah diminum setiap hari. Mohon jawabannya saya mengalami vertigo. Terima kasih.;bermanfaat;1
@sitirahmania9383;1 tahun yang lalu;Maksih mbk tutorialnya, sehat selalu akn saya coba untuk asam urat sya, tolong ksih tahu berapa tauran daun dan air untuk setiap maaf dari daun balakasida ini, maksih;bermanfaat;1
@namiranamira5621;1 tahun yang lalu;"Salah satu tanaman yg sangat sy  tidak  suka..dlam kebunku sangat banyak
 Tapi baru kali ini sy tau trnyata mengandung obat";bermanfaat;1
@mulyadi7911;8 bulan yang lalu;Di daerah saya namanya daun pe ka i../santalo..;bermanfaat;1
@irmawatysohiringanie7968;1 tahun yang lalu;Kami sdh mendengar untuk berbagai penyembuhan  penyakit. Cara pengunaan takaran daun balakacida ini.  sama takaran daun dan air nya dlm perebusan nya terimksih atas jawaban nya.;bermanfaat;1
@matnohvivo6349;1 tahun yang lalu;Mantap;tidak bermanfaat;0
@fitriman4292;1 tahun yang lalu;Nenek saya dulu pernah dibikin obat magh tumbuk baru dia peras minum airnya seperti jus setiap pagi dengan perut kosong;bermanfaat;1
@linaxlina6297;1 bulan yang lalu;Di tempatku nama x pohon japang kal sel;tidak bermanfaat;0
